image , R2 , e1 , e2 , score 
C_20240710_205835_W_52161C02.VIS.bin_02_01_  ,    1.967 ,  -0.0193 ,  -0.0020 ,    17.09
C_20240710_211621_W_52161C82.VIS.bin_01_01_  ,    1.973 ,  -0.0187 ,   0.0084 ,    22.81
C_20240710_211621_W_52161C82.VIS.bin_02_01_  ,    1.963 ,  -0.0186 ,   0.0042 ,    12.43
C_20240710_213407_W_52161D04.VIS.bin_01_01_  ,    1.971 ,  -0.0146 ,   0.0076 ,    27.46
C_20240710_215153_W_52161D80.VIS.bin_01_01_  ,    1.973 ,  -0.0184 ,   0.0050 ,    18.24
C_20240710_221226_W_52161E02.VIS.bin_01_01_  ,    1.967 ,  -0.0169 ,   0.0062 ,    18.81
C_20240710_221226_W_52161E02.VIS.bin_02_01_  ,    1.969 ,  -0.0163 ,  -0.0050 ,    29.88
C_20240710_223012_W_52161E82.VIS.bin_01_01_  ,    1.999 ,  -0.0253 ,   0.0061 ,    23.48
C_20240710_223012_W_52161E82.VIS.bin_02_01_  ,    1.969 ,  -0.0207 ,   0.0010 ,    12.47
C_20240710_224758_W_52161F06.VIS.bin_01_01_  ,    1.983 ,  -0.0202 ,   0.0070 ,    23.34
C_20240710_230544_W_52161F88.VIS.bin_01_01_  ,    1.999 ,  -0.0267 ,   0.0076 ,    23.79
C_20240710_232617_W_52162002.VIS.bin_01_01_  ,    1.975 ,  -0.0177 ,   0.0060 ,    21.58
C_20240710_232617_W_52162002.VIS.bin_02_01_  ,    1.960 ,  -0.0214 ,   0.0032 ,     7.49
C_20240710_234403_W_52162082.VIS.bin_01_01_  ,    1.997 ,  -0.0250 ,   0.0051 ,    21.65
C_20240710_234403_W_52162082.VIS.bin_02_01_  ,    1.973 ,  -0.0195 ,   0.0060 ,    17.54
C_20240711_000149_W_52162104.VIS.bin_01_01_  ,    1.987 ,  -0.0240 ,   0.0072 ,    20.12
C_20240711_001935_W_52162180.VIS.bin_01_01_  ,    1.971 ,  -0.0176 ,   0.0054 ,    18.85
C_20240711_004006_W_52162202.VIS.bin_01_01_  ,    1.974 ,  -0.0218 ,   0.0065 ,    15.45
C_20240711_004006_W_52162202.VIS.bin_02_01_  ,    1.952 ,  -0.0166 ,  -0.0023 ,    14.85
C_20240711_005752_W_52162282.VIS.bin_01_01_  ,    1.992 ,  -0.0252 ,   0.0062 ,    19.70
C_20240711_005752_W_52162282.VIS.bin_02_01_  ,    1.965 ,  -0.0221 ,   0.0001 ,     9.88
C_20240711_011538_W_52162306.VIS.bin_01_01_  ,    1.977 ,  -0.0195 ,   0.0068 ,    20.77
C_20240711_013324_W_52162388.VIS.bin_01_01_  ,    1.996 ,  -0.0211 ,   0.0044 ,    27.06
C_20240711_015401_W_52162402.VIS.bin_01_01_  ,    1.968 ,  -0.0194 ,   0.0066 ,    16.02
C_20240711_015401_W_52162402.VIS.bin_02_01_  ,    1.948 ,  -0.0177 ,   0.0017 ,     7.46
C_20240711_021147_W_52162482.VIS.bin_01_01_  ,    1.963 ,  -0.0187 ,   0.0096 ,    20.73
C_20240711_021147_W_52162482.VIS.bin_02_01_  ,    1.973 ,  -0.0321 ,   0.0050 ,     5.69
C_20240711_022933_W_52162504.VIS.bin_01_01_  ,    1.976 ,  -0.0239 ,   0.0046 ,    11.80
C_20240711_024719_W_52162580.VIS.bin_01_01_  ,    1.987 ,  -0.0247 ,   0.0090 ,    22.81
C_20240711_030759_W_52162602.VIS.bin_01_01_  ,    1.982 ,  -0.0217 ,   0.0054 ,    18.31
C_20240711_030759_W_52162602.VIS.bin_02_01_  ,    1.973 ,  -0.0277 ,   0.0028 ,     6.60
C_20240711_032545_W_52162682.VIS.bin_01_01_  ,    1.980 ,  -0.0166 ,   0.0050 ,    25.64
C_20240711_032545_W_52162682.VIS.bin_02_01_  ,    1.970 ,  -0.0213 ,   0.0042 ,    11.99
C_20240711_034331_W_52162706.VIS.bin_01_01_  ,    1.980 ,  -0.0220 ,   0.0063 ,    17.87
C_20240711_040117_W_52162788.VIS.bin_01_01_  ,    1.975 ,  -0.0211 ,   0.0042 ,    14.62
C_20240711_042147_W_52162802.VIS.bin_01_01_  ,    1.978 ,  -0.0173 ,   0.0064 ,    24.60
C_20240711_042147_W_52162802.VIS.bin_02_01_  ,    1.974 ,  -0.0200 ,   0.0025 ,    15.31
C_20240711_043933_W_52162882.VIS.bin_01_01_  ,    1.977 ,  -0.0220 ,   0.0060 ,    15.97
C_20240711_043933_W_52162882.VIS.bin_02_01_  ,    1.976 ,  -0.0208 ,  -0.0042 ,    24.16
C_20240711_045719_W_52162904.VIS.bin_01_01_  ,    1.972 ,  -0.0213 ,   0.0037 ,    12.68
C_20240711_051505_W_52162980.VIS.bin_01_01_  ,    1.976 ,  -0.0209 ,   0.0057 ,    16.65
C_20240711_053539_W_52162A02.VIS.bin_01_01_  ,    1.984 ,  -0.0211 ,   0.0046 ,    19.68
C_20240711_053539_W_52162A02.VIS.bin_02_01_  ,    2.251 ,  -0.1205 ,  -0.0550 ,   858.13
C_20240711_055325_W_52162A82.VIS.bin_01_01_  ,    1.982 ,  -0.0193 ,   0.0073 ,    24.78
C_20240711_055325_W_52162A82.VIS.bin_02_01_  ,    1.977 ,  -0.0273 ,  -0.0020 ,    12.49
C_20240711_061111_W_52162B06.VIS.bin_01_01_  ,    1.991 ,  -0.0223 ,   0.0064 ,    23.74
C_20240711_062857_W_52162B80.VIS.bin_01_01_  ,    1.987 ,  -0.0204 ,   0.0057 ,    23.64
C_20240711_064937_W_52162C02.VIS.bin_01_01_  ,    1.993 ,  -0.0199 ,   0.0059 ,    28.68
C_20240711_064937_W_52162C02.VIS.bin_02_01_  ,    1.984 ,  -0.0306 ,   0.0064 ,    11.05
C_20240711_070723_W_52162C82.VIS.bin_01_01_  ,    2.007 ,  -0.0268 ,   0.0077 ,    28.71
C_20240711_070723_W_52162C82.VIS.bin_02_01_  ,    1.974 ,  -0.0251 ,   0.0094 ,    17.40
C_20240711_072509_W_52162D04.VIS.bin_01_01_  ,    1.984 ,  -0.0224 ,   0.0065 ,    19.69
C_20240711_074255_W_52162D88.VIS.bin_01_01_  ,    1.980 ,  -0.0200 ,   0.0060 ,    20.53
C_20240711_080400_W_52162E02.VIS.bin_01_01_  ,    1.985 ,  -0.0217 ,   0.0046 ,    19.30
C_20240711_080400_W_52162E02.VIS.bin_02_01_  ,    2.044 ,  -0.0229 ,   0.0103 ,    74.67
C_20240711_082146_W_52162E82.VIS.bin_01_01_  ,    1.995 ,  -0.0245 ,   0.0065 ,    22.82
C_20240711_082146_W_52162E82.VIS.bin_02_01_  ,    1.962 ,  -0.0172 ,   0.0014 ,    13.93
C_20240711_083932_W_52162F06.VIS.bin_01_01_  ,    1.979 ,  -0.0194 ,   0.0054 ,    20.29
C_20240711_085718_W_52162F80.VIS.bin_01_01_  ,    1.991 ,  -0.0260 ,   0.0069 ,    19.13
C_20240711_091802_W_52163002.VIS.bin_01_01_  ,    1.982 ,  -0.0203 ,   0.0059 ,    21.06
C_20240711_091802_W_52163002.VIS.bin_02_01_  ,    1.957 ,  -0.0181 ,   0.0015 ,    10.41
C_20240711_093548_W_52163082.VIS.bin_01_01_  ,    1.987 ,  -0.0212 ,   0.0082 ,    26.23
C_20240711_093548_W_52163082.VIS.bin_02_01_  ,    1.979 ,  -0.0347 ,   0.0045 ,     6.31
C_20240711_095334_W_52163104.VIS.bin_01_01_  ,    1.979 ,  -0.0169 ,   0.0059 ,    25.33
C_20240711_101120_W_52163180.VIS.bin_01_01_  ,    1.984 ,  -0.0208 ,   0.0065 ,    22.17
C_20240711_103158_W_52163202.VIS.bin_01_01_  ,    1.980 ,  -0.0198 ,   0.0061 ,    20.98
C_20240711_103158_W_52163202.VIS.bin_02_01_  ,    1.965 ,  -0.0254 ,   0.0049 ,     6.52
C_20240711_104944_W_52163282.VIS.bin_01_01_  ,    1.986 ,  -0.0212 ,   0.0106 ,    31.63
C_20240711_104944_W_52163282.VIS.bin_02_01_  ,    1.960 ,  -0.0246 ,   0.0048 ,     5.51
C_20240711_110730_W_52163306.VIS.bin_01_01_  ,    1.984 ,  -0.0217 ,   0.0048 ,    18.88
C_20240711_112516_W_52163388.VIS.bin_01_01_  ,    1.981 ,  -0.0193 ,   0.0037 ,    20.46
C_20240711_114619_W_52163402.VIS.bin_01_01_  ,    1.998 ,  -0.0274 ,   0.0078 ,    22.68
C_20240711_114619_W_52163402.VIS.bin_02_01_  ,    1.954 ,  -0.0209 ,  -0.0018 ,     9.76
C_20240711_120405_W_52163482.VIS.bin_01_01_  ,    1.977 ,  -0.0198 ,   0.0059 ,    19.07
C_20240711_120405_W_52163482.VIS.bin_02_01_  ,    1.975 ,  -0.0231 ,   0.0036 ,    11.77
C_20240711_122151_W_52163504.VIS.bin_01_01_  ,    1.990 ,  -0.0224 ,   0.0065 ,    23.11
C_20240711_123937_W_52163580.VIS.bin_01_01_  ,    1.979 ,  -0.0196 ,   0.0078 ,    23.43
C_20240711_130015_W_52163602.VIS.bin_01_01_  ,    1.975 ,  -0.0207 ,   0.0074 ,    18.87
C_20240711_130015_W_52163602.VIS.bin_02_01_  ,    1.960 ,  -0.0184 ,   0.0035 ,    11.10
C_20240711_131801_W_52163682.VIS.bin_01_01_  ,    1.970 ,  -0.0177 ,   0.0070 ,    20.23
C_20240711_131801_W_52163682.VIS.bin_02_01_  ,    1.945 ,  -0.0191 ,   0.0046 ,     5.54
C_20240711_133547_W_52163706.VIS.bin_01_01_  ,    1.990 ,  -0.0225 ,   0.0094 ,    28.63
C_20240711_135333_W_52163788.VIS.bin_01_01_  ,    1.972 ,  -0.0194 ,   0.0085 ,    21.41
C_20240711_141411_W_52163802.VIS.bin_01_01_  ,    1.986 ,  -0.0245 ,   0.0089 ,    22.32
C_20240711_141411_W_52163802.VIS.bin_02_01_  ,    2.035 ,   0.0034 ,  -0.0144 ,   214.24
C_20240711_143157_W_52163882.VIS.bin_01_01_  ,    1.980 ,  -0.0234 ,   0.0080 ,    18.80
C_20240711_143157_W_52163882.VIS.bin_02_01_  ,    1.979 ,  -0.0236 ,   0.0033 ,    12.93
C_20240711_144943_W_52163904.VIS.bin_01_01_  ,    1.971 ,  -0.0229 ,   0.0058 ,    11.88
C_20240711_150729_W_52163980.VIS.bin_01_01_  ,    1.971 ,  -0.0186 ,   0.0066 ,    18.70
C_20240711_152808_W_52163A02.VIS.bin_01_01_  ,    1.990 ,  -0.0219 ,   0.0061 ,    23.39
C_20240711_152808_W_52163A02.VIS.bin_02_01_  ,    1.973 ,  -0.0205 ,   0.0054 ,    15.40
C_20240711_154554_W_52163A82.VIS.bin_01_01_  ,    1.983 ,  -0.0179 ,   0.0046 ,    24.71
C_20240711_154554_W_52163A82.VIS.bin_02_01_  ,    1.976 ,  -0.0237 ,   0.0083 ,    17.18
C_20240711_160340_W_52163B06.VIS.bin_01_01_  ,    1.982 ,  -0.0183 ,   0.0063 ,    25.06
C_20240711_162126_W_52163B88.VIS.bin_01_01_  ,    1.968 ,  -0.0149 ,   0.0050 ,    21.61
C_20240711_164207_W_52163C02.VIS.bin_01_01_  ,    1.978 ,  -0.0201 ,   0.0048 ,    18.06
C_20240711_164207_W_52163C02.VIS.bin_02_01_  ,    1.956 ,  -0.0187 ,   0.0001 ,    10.28
C_20240711_165953_W_52163C82.VIS.bin_01_01_  ,    1.981 ,  -0.0207 ,   0.0063 ,    20.35
C_20240711_165953_W_52163C82.VIS.bin_02_01_  ,    1.964 ,  -0.0192 ,   0.0078 ,    16.47
C_20240711_171739_W_52163D04.VIS.bin_01_01_  ,    1.981 ,  -0.0205 ,   0.0069 ,    21.54
C_20240711_173525_W_52163D80.VIS.bin_01_01_  ,    1.994 ,  -0.0256 ,   0.0042 ,    18.42
C_20240711_175603_W_52163E02.VIS.bin_01_01_  ,    1.973 ,  -0.0163 ,   0.0038 ,    21.16
C_20240711_175603_W_52163E02.VIS.bin_02_01_  ,    1.990 ,  -0.0291 ,  -0.0014 ,    15.26
C_20240711_181349_W_52163E82.VIS.bin_01_01_  ,    1.995 ,  -0.0217 ,   0.0071 ,    28.35
C_20240711_181349_W_52163E82.VIS.bin_02_01_  ,    1.987 ,  -0.0346 ,  -0.0021 ,    12.15
C_20240711_183135_W_52163F06.VIS.bin_01_01_  ,    1.995 ,  -0.0247 ,   0.0075 ,    24.12
C_20240711_184921_W_52163F80.VIS.bin_01_01_  ,    2.000 ,  -0.0286 ,   0.0086 ,    23.95
C_20240711_190959_W_52164002.VIS.bin_01_01_  ,    1.981 ,  -0.0186 ,   0.0056 ,    23.05
C_20240711_190959_W_52164002.VIS.bin_02_01_  ,    1.973 ,  -0.0168 ,   0.0036 ,    20.17
C_20240711_192745_W_52164082.VIS.bin_01_01_  ,    1.985 ,  -0.0242 ,   0.0062 ,    17.32
C_20240711_192745_W_52164082.VIS.bin_02_01_  ,    2.637 ,   0.1018 ,   0.1794 , 10936.22
C_20240711_194531_W_52164104.VIS.bin_01_01_  ,    1.991 ,  -0.0258 ,   0.0069 ,    19.38
C_20240711_200317_W_52164188.VIS.bin_01_01_  ,    1.990 ,  -0.0217 ,   0.0081 ,    27.00
C_20240711_202356_W_52164202.VIS.bin_01_01_  ,    1.988 ,  -0.0254 ,   0.0067 ,    18.02
C_20240711_202356_W_52164202.VIS.bin_02_01_  ,    1.981 ,  -0.0163 ,   0.0027 ,    25.93
C_20240711_204142_W_52164282.VIS.bin_01_01_  ,    1.976 ,  -0.0174 ,   0.0061 ,    22.82
C_20240711_204142_W_52164282.VIS.bin_02_01_  ,    1.967 ,  -0.0124 ,   0.0048 ,    25.87
C_20240711_205928_W_52164306.VIS.bin_01_01_  ,    1.984 ,  -0.0232 ,   0.0049 ,    16.77
C_20240711_211714_W_52164380.VIS.bin_01_01_  ,    1.970 ,  -0.0195 ,   0.0030 ,    14.05
C_20240711_213752_W_52164402.VIS.bin_01_01_  ,    1.972 ,  -0.0215 ,   0.0070 ,    15.66
C_20240711_213752_W_52164402.VIS.bin_02_01_  ,    1.961 ,  -0.0198 ,   0.0026 ,     9.62
C_20240711_215538_W_52164482.VIS.bin_01_01_  ,    1.984 ,  -0.0232 ,   0.0084 ,    21.91
C_20240711_215538_W_52164482.VIS.bin_02_01_  ,    1.975 ,  -0.0219 ,   0.0031 ,    13.15
C_20240711_221324_W_52164504.VIS.bin_01_01_  ,    1.979 ,  -0.0227 ,   0.0072 ,    17.76
C_20240711_223110_W_52164580.VIS.bin_01_01_  ,    1.977 ,  -0.0253 ,   0.0049 ,    10.96
C_20240711_225152_W_52164602.VIS.bin_01_01_  ,    1.977 ,  -0.0170 ,   0.0070 ,    25.44
C_20240711_225152_W_52164602.VIS.bin_02_01_  ,    1.981 ,  -0.0279 ,   0.0026 ,     9.33
C_20240711_230938_W_52164682.VIS.bin_01_01_  ,    1.975 ,  -0.0197 ,   0.0052 ,    17.42
C_20240711_230938_W_52164682.VIS.bin_02_01_  ,    1.974 ,  -0.0234 ,   0.0020 ,    10.94
C_20240711_232724_W_52164706.VIS.bin_01_01_  ,    1.982 ,  -0.0207 ,   0.0079 ,    23.53
C_20240711_234510_W_52164788.VIS.bin_01_01_  ,    2.003 ,  -0.0249 ,   0.0062 ,    26.76
C_20240712_000548_W_52164802.VIS.bin_01_01_  ,    1.989 ,  -0.0266 ,   0.0033 ,    14.20
C_20240712_000548_W_52164802.VIS.bin_02_01_  ,    2.015 ,  -0.0348 ,  -0.0010 ,    21.75
C_20240712_002334_W_52164882.VIS.bin_01_01_  ,    1.980 ,  -0.0224 ,   0.0055 ,    16.36
C_20240712_002334_W_52164882.VIS.bin_02_01_  ,    1.974 ,  -0.0225 ,   0.0032 ,    11.94
C_20240712_004120_W_52164904.VIS.bin_01_01_  ,    1.986 ,  -0.0215 ,   0.0041 ,    19.89
C_20240712_005906_W_52164980.VIS.bin_01_01_  ,    1.976 ,  -0.0221 ,   0.0079 ,    18.35
C_20240712_011944_W_52164A02.VIS.bin_01_01_  ,    2.003 ,  -0.0254 ,   0.0041 ,    24.05
C_20240712_011944_W_52164A02.VIS.bin_02_01_  ,    2.010 ,  -0.0433 ,   0.0081 ,    19.32
C_20240712_013730_W_52164A82.VIS.bin_01_01_  ,    2.007 ,  -0.0248 ,   0.0069 ,    30.62
C_20240712_013730_W_52164A82.VIS.bin_02_01_  ,    2.131 ,   0.0105 ,   0.0615 ,  1054.96
C_20240712_015516_W_52164B06.VIS.bin_01_01_  ,    1.981 ,  -0.0194 ,   0.0049 ,    20.99
C_20240712_021302_W_52164B88.VIS.bin_01_01_  ,    1.994 ,  -0.0171 ,   0.0084 ,    39.40
C_20240712_023342_W_52164C02.VIS.bin_01_01_  ,    1.990 ,  -0.0245 ,   0.0070 ,    20.72
C_20240712_023342_W_52164C02.VIS.bin_02_01_  ,    1.972 ,  -0.0190 ,  -0.0042 ,    24.81
C_20240712_025128_W_52164C82.VIS.bin_01_01_  ,    1.983 ,  -0.0181 ,   0.0060 ,    25.68
C_20240712_025128_W_52164C82.VIS.bin_02_01_  ,    1.980 ,  -0.0228 ,   0.0055 ,    15.82
C_20240712_030914_W_52164D04.VIS.bin_01_01_  ,    1.984 ,  -0.0178 ,   0.0059 ,    26.78
C_20240712_032700_W_52164D80.VIS.bin_01_01_  ,    1.979 ,  -0.0192 ,   0.0040 ,    19.59
C_20240712_034739_W_52164E02.VIS.bin_01_01_  ,    1.997 ,  -0.0235 ,   0.0038 ,    23.17
C_20240712_034739_W_52164E02.VIS.bin_02_01_  ,    1.947 ,  -0.0170 ,  -0.0005 ,     9.69
C_20240712_040525_W_52164E82.VIS.bin_01_01_  ,    1.991 ,  -0.0200 ,   0.0097 ,    34.37
C_20240712_040525_W_52164E82.VIS.bin_02_01_  ,    1.965 ,  -0.0265 ,   0.0029 ,     4.92
C_20240712_042311_W_52164F06.VIS.bin_01_01_  ,    1.988 ,  -0.0177 ,   0.0086 ,    34.22
C_20240712_044057_W_52164F88.VIS.bin_01_01_  ,    1.977 ,  -0.0197 ,   0.0057 ,    19.00
C_20240712_050136_W_52165002.VIS.bin_01_01_  ,    1.978 ,  -0.0204 ,   0.0041 ,    17.14
C_20240712_050136_W_52165002.VIS.bin_02_01_  ,    1.972 ,  -0.0190 ,   0.0017 ,    15.99
C_20240712_051922_W_52165082.VIS.bin_01_01_  ,    1.969 ,  -0.0173 ,   0.0057 ,    18.60
C_20240712_051922_W_52165082.VIS.bin_02_01_  ,    1.960 ,  -0.0213 ,  -0.0014 ,    10.75
C_20240712_053708_W_52165104.VIS.bin_01_01_  ,    1.988 ,  -0.0238 ,   0.0070 ,    20.61
C_20240712_055454_W_52165180.VIS.bin_01_01_  ,    1.965 ,  -0.0192 ,   0.0055 ,    13.54
C_20240712_061544_W_52165202.VIS.bin_01_01_  ,    1.986 ,  -0.0208 ,   0.0072 ,    24.43
C_20240712_061544_W_52165202.VIS.bin_02_01_  ,    1.959 ,  -0.0197 ,   0.0039 ,     9.20
C_20240712_063330_W_52165282.VIS.bin_01_01_  ,    1.976 ,  -0.0167 ,   0.0039 ,    22.24
C_20240712_063330_W_52165282.VIS.bin_02_01_  ,    1.948 ,  -0.0184 ,  -0.0017 ,    10.17
C_20240712_065116_W_52165306.VIS.bin_01_01_  ,    1.996 ,  -0.0304 ,   0.0054 ,    14.93
C_20240712_070902_W_52165380.VIS.bin_01_01_  ,    1.975 ,  -0.0198 ,   0.0050 ,    17.08
C_20240712_072935_W_52165402.VIS.bin_01_01_  ,    1.970 ,  -0.0221 ,   0.0050 ,    11.58
C_20240712_072935_W_52165402.VIS.bin_02_01_  ,    1.966 ,  -0.0259 ,   0.0124 ,    23.12
C_20240712_074721_W_52165482.VIS.bin_01_01_  ,    1.972 ,  -0.0182 ,   0.0073 ,    20.97
C_20240712_074721_W_52165482.VIS.bin_02_01_  ,    1.966 ,  -0.0216 ,  -0.0023 ,    14.27
C_20240712_080507_W_52165504.VIS.bin_01_01_  ,    1.982 ,  -0.0233 ,   0.0058 ,    16.48
C_20240712_082253_W_52165588.VIS.bin_01_01_  ,    1.992 ,  -0.0272 ,   0.0083 ,    20.75
C_20240712_084334_W_52165602.VIS.bin_01_01_  ,    1.985 ,  -0.0215 ,   0.0070 ,    22.38
C_20240712_084334_W_52165602.VIS.bin_02_01_  ,    1.964 ,  -0.0151 ,   0.0024 ,    18.08
C_20240712_090120_W_52165682.VIS.bin_01_01_  ,    1.994 ,  -0.0222 ,   0.0064 ,    25.77
C_20240712_090120_W_52165682.VIS.bin_02_01_  ,    2.060 ,  -0.0189 ,  -0.0137 ,   146.06
C_20240712_091906_W_52165706.VIS.bin_01_01_  ,    1.994 ,  -0.0264 ,   0.0056 ,    18.50
C_20240712_093652_W_52165780.VIS.bin_01_01_  ,    1.975 ,  -0.0188 ,   0.0062 ,    19.96
C_20240712_095726_W_52165802.VIS.bin_01_01_  ,    1.976 ,  -0.0178 ,   0.0065 ,    22.64
C_20240712_095726_W_52165802.VIS.bin_02_01_  ,    1.971 ,  -0.0222 ,   0.0009 ,    11.56
C_20240712_101512_W_52165882.VIS.bin_01_01_  ,    1.981 ,  -0.0236 ,   0.0075 ,    18.09
C_20240712_101512_W_52165882.VIS.bin_02_01_  ,    1.990 ,  -0.0321 ,   0.0047 ,    10.54
C_20240712_103258_W_52165904.VIS.bin_01_01_  ,    1.982 ,  -0.0188 ,   0.0084 ,    27.78
C_20240712_105044_W_52165980.VIS.bin_01_01_  ,    1.998 ,  -0.0305 ,   0.0080 ,    19.66
C_20240712_111116_W_52165A02.VIS.bin_01_01_  ,    1.982 ,  -0.0200 ,   0.0069 ,    22.93
C_20240712_111116_W_52165A02.VIS.bin_02_01_  ,    1.941 ,  -0.0181 ,   0.0009 ,     5.35
C_20240712_112902_W_52165A82.VIS.bin_01_01_  ,    1.982 ,  -0.0214 ,   0.0098 ,    26.80
C_20240712_112902_W_52165A82.VIS.bin_02_01_  ,    1.974 ,  -0.0202 ,  -0.0051 ,    26.51
C_20240712_114648_W_52165B06.VIS.bin_01_01_  ,    1.978 ,  -0.0192 ,   0.0033 ,    18.78
C_20240712_120434_W_52165B88.VIS.bin_01_01_  ,    1.959 ,  -0.0176 ,   0.0076 ,    16.09
C_20240712_122505_W_52165C02.VIS.bin_01_01_  ,    1.997 ,  -0.0189 ,   0.0070 ,    35.08
C_20240712_122505_W_52165C02.VIS.bin_02_01_  ,    1.974 ,  -0.0178 ,  -0.0013 ,    21.89
C_20240712_124251_W_52165C82.VIS.bin_01_01_  ,    2.003 ,  -0.0218 ,   0.0060 ,    32.10
C_20240712_124251_W_52165C82.VIS.bin_02_01_  ,    1.989 ,  -0.0255 ,   0.0003 ,    16.57
C_20240712_130037_W_52165D04.VIS.bin_01_01_  ,    1.997 ,  -0.0180 ,   0.0062 ,    35.89
C_20240712_131823_W_52165D80.VIS.bin_01_01_  ,    1.989 ,  -0.0247 ,   0.0062 ,    18.75
C_20240712_133853_W_52165E02.VIS.bin_01_01_  ,    1.970 ,  -0.0203 ,   0.0062 ,    15.16
C_20240712_133853_W_52165E02.VIS.bin_02_01_  ,    1.962 ,  -0.0182 ,   0.0107 ,    24.04
C_20240712_135639_W_52165E82.VIS.bin_01_01_  ,    1.977 ,  -0.0183 ,   0.0057 ,    21.33
C_20240712_135639_W_52165E82.VIS.bin_02_01_  ,    1.964 ,  -0.0216 ,   0.0066 ,    11.53
C_20240712_141425_W_52165F06.VIS.bin_01_01_  ,    1.975 ,  -0.0253 ,   0.0061 ,    11.39
C_20240712_143211_W_52165F88.VIS.bin_01_01_  ,    1.975 ,  -0.0222 ,   0.0019 ,    12.87
C_20240712_145244_W_52166002.VIS.bin_01_01_  ,    1.978 ,  -0.0191 ,   0.0078 ,    23.70
C_20240712_145244_W_52166002.VIS.bin_02_01_  ,    1.968 ,  -0.0214 ,  -0.0011 ,    13.35
C_20240712_151030_W_52166082.VIS.bin_01_01_  ,    1.977 ,  -0.0214 ,   0.0029 ,    14.80
C_20240712_151030_W_52166082.VIS.bin_02_01_  ,    1.992 ,  -0.0342 ,   0.0056 ,    11.03
C_20240712_152816_W_52166104.VIS.bin_01_01_  ,    1.983 ,  -0.0174 ,   0.0065 ,    27.69
C_20240712_154602_W_52166180.VIS.bin_01_01_  ,    1.992 ,  -0.0264 ,   0.0060 ,    17.90
C_20240712_160632_W_52166202.VIS.bin_01_01_  ,    1.994 ,  -0.0215 ,   0.0074 ,    28.56
C_20240712_160632_W_52166202.VIS.bin_02_01_  ,    2.000 ,  -0.0290 ,  -0.0038 ,    25.03
C_20240712_162418_W_52166282.VIS.bin_01_01_  ,    1.988 ,  -0.0170 ,   0.0069 ,    32.49
C_20240712_162418_W_52166282.VIS.bin_02_01_  ,    1.977 ,  -0.0198 ,  -0.0011 ,    19.95
C_20240712_164204_W_52166306.VIS.bin_01_01_  ,    1.978 ,  -0.0190 ,   0.0060 ,    21.05
C_20240712_165950_W_52166388.VIS.bin_01_01_  ,    1.977 ,  -0.0210 ,   0.0061 ,    17.49
C_20240712_172023_W_52166402.VIS.bin_01_01_  ,    1.986 ,  -0.0208 ,   0.0063 ,    23.08
C_20240712_172023_W_52166402.VIS.bin_02_01_  ,    1.960 ,  -0.0186 ,   0.0026 ,    10.72
C_20240712_173809_W_52166482.VIS.bin_01_01_  ,    1.970 ,  -0.0185 ,   0.0056 ,    17.08
C_20240712_173809_W_52166482.VIS.bin_02_01_  ,    1.966 ,  -0.0222 ,   0.0004 ,     9.88
C_20240712_175555_W_52166504.VIS.bin_01_01_  ,    1.991 ,  -0.0216 ,   0.0063 ,    24.78
C_20240712_181341_W_52166580.VIS.bin_01_01_  ,    1.980 ,  -0.0186 ,   0.0052 ,    22.05
C_20240712_183411_W_52166602.VIS.bin_01_01_  ,    1.990 ,  -0.0198 ,   0.0061 ,    27.11
C_20240712_183411_W_52166602.VIS.bin_02_01_  ,    1.970 ,  -0.0274 ,   0.0009 ,     6.47
C_20240712_185157_W_52166682.VIS.bin_01_01_  ,    1.992 ,  -0.0268 ,   0.0065 ,    18.07
C_20240712_185157_W_52166682.VIS.bin_02_01_  ,    1.940 ,  -0.0231 ,   0.0016 ,     1.45
C_20240712_190943_W_52166706.VIS.bin_01_01_  ,    1.988 ,  -0.0231 ,   0.0042 ,    18.61
C_20240712_192729_W_52166780.VIS.bin_01_01_  ,    1.983 ,  -0.0209 ,   0.0065 ,    21.44
C_20240712_194759_W_52166802.VIS.bin_01_01_  ,    1.981 ,  -0.0205 ,   0.0056 ,    19.83
C_20240712_194759_W_52166802.VIS.bin_02_01_  ,    1.967 ,  -0.0234 ,  -0.0001 ,     9.52
C_20240712_200545_W_52166882.VIS.bin_01_01_  ,    1.982 ,  -0.0231 ,   0.0081 ,    20.39
C_20240712_200545_W_52166882.VIS.bin_02_01_  ,    1.954 ,  -0.0218 ,   0.0028 ,     5.11
C_20240712_202331_W_52166904.VIS.bin_01_01_  ,    1.991 ,  -0.0220 ,   0.0065 ,    24.37
C_20240712_204117_W_52166988.VIS.bin_01_01_  ,    1.979 ,  -0.0208 ,   0.0061 ,    18.84
C_20240712_210150_W_52166A02.VIS.bin_01_01_  ,    1.974 ,  -0.0192 ,   0.0031 ,    16.55
C_20240712_210150_W_52166A02.VIS.bin_02_01_  ,    1.966 ,  -0.0207 ,   0.0030 ,    10.60
C_20240712_211936_W_52166A82.VIS.bin_01_01_  ,    1.979 ,  -0.0220 ,   0.0057 ,    16.62
C_20240712_211936_W_52166A82.VIS.bin_02_01_  ,    1.968 ,  -0.0187 ,   0.0022 ,    14.28
C_20240712_213722_W_52166B06.VIS.bin_01_01_  ,    1.962 ,  -0.0168 ,   0.0066 ,    17.01
C_20240712_215508_W_52166B80.VIS.bin_01_01_  ,    1.985 ,  -0.0184 ,   0.0046 ,    25.04
